identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode
-6303441158344513804,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,367,3202,106.73,8.89,gb
-5505504604684135345,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,45,3202,106.73,8.89,us
-3673679055876712705,user,France,fr,3,8,4,0,0,0.0,0,0,M,1,mr,True,False,True,True,367,3202,106.73,8.89,fr
-1226532834631228327,user,Etats-Unis,en,28,99,297,0,0,0.0,52,2,F,2,mrs,False,False,False,True,246,3202,106.73,8.89,us
-1387123613864062648,user,Royaume-Uni,en,18,8,20,0,0,0.0,114,0,F,2,mrs,True,False,True,False,224,3202,106.73,8.89,gb
-7656355162505144760,user,Etats-Unis,en,3,9,14,5,0,0.0,0,0,F,2,mrs,True,False,True,False,12,3202,106.73,8.89,us
-4381747878278997826,user,Royaume-Uni,en,3,8,4,0,0,0.0,0,0,F,2,mrs,False,False,False,True,580,3202,106.73,8.89,gb
-1635588805678404511,user,Espagne,es,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,303,3202,106.73,8.89,es
6304875660350383424,user,Italie,it,9,8,7,21,5,100.0,12,0,M,1,mr,True,False,True,False,11,3202,106.73,8.89,it
7317588895791684996,user,Pays-Bas,en,3,8,8,0,0,0.0,0,0,F,2,mrs,True,True,False,True,622,3202,106.73,8.89,nl
1180720291374145503,user,Canada,en,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,666,3202,106.73,8.89,ca
-3646383683059790120,user,Espagne,es,3,10,34,0,0,0.0,0,0,M,1,mr,True,True,False,True,17,3202,106.73,8.89,es
-673728573862006390,user,Etats-Unis,en,3,8,33,0,0,0.0,1,0,F,2,mrs,True,False,True,True,465,3202,106.73,8.89,us
-8010302943602033514,user,Etats-Unis,en,3,8,2,0,0,0.0,3,1,F,2,mrs,True,False,True,True,338,3202,106.73,8.89,us
-7639575697808800483,user,Suède,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,457,3202,106.73,8.89,se
872450121408393699,user,France,fr,3,8,7,0,0,0.0,0,0,F,2,mrs,True,False,True,True,642,3202,106.73,8.89,fr
7730323019807734814,user,Royaume-Uni,en,3,8,3,0,0,0.0,1,0,F,2,mrs,True,False,True,True,647,3202,106.73,8.89,gb
-2674962666844092281,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,306,3202,106.73,8.89,gb
7335098750383934544,user,Royaume-Uni,en,24,9,0,2,3,0.0,0,0,F,2,mrs,True,False,True,False,227,3202,106.73,8.89,gb
-1006346474800135780,user,Pakistan,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,368,3202,106.73,8.89,pk
7621203768715859540,user,France,fr,3,8,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,650,3202,106.73,8.89,fr
-1433829463585778073,user,France,fr,3,8,5,0,0,0.0,0,0,M,1,mr,True,True,False,True,664,3202,106.73,8.89,fr
8642140023091776950,user,Belgique,en,7,10,0,0,0,0.0,12,2,M,1,mr,False,False,False,True,203,3202,106.73,8.89,be
-7808645204577712724,user,France,fr,3,8,1,0,0,0.0,0,0,M,1,mr,False,False,False,True,104,3202,106.73,8.89,fr
2727236048193917542,user,Etats-Unis,en,3,8,3,0,0,0.0,2,0,F,2,mrs,False,False,False,True,12,3202,106.73,8.89,us
-2645656745546424397,user,Etats-Unis,en,3,9,5,0,0,0.0,0,0,F,2,mrs,False,False,False,True,11,3202,106.73,8.89,us
-64387077188554674,user,Australie,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,670,3202,106.73,8.89,au
5481981451179517016,user,Anguilla,it,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,72,3202,106.73,8.89,ai
5707364418395124434,user,France,fr,4,8,4,0,1,0.0,0,0,M,1,mr,True,False,True,True,72,3202,106.73,8.89,fr
-2494660344447579038,user,France,fr,3,8,2,0,0,0.0,0,0,F,2,mrs,True,True,False,True,507,3202,106.73,8.89,fr
6917866366046431227,user,Royaume-Uni,fr,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,gb
-2191855992483395368,user,Pays-Bas,en,4,8,0,0,0,0.0,2,1,F,2,mrs,True,False,True,True,16,3202,106.73,8.89,nl
2481991056180782993,user,Royaume-Uni,en,4,9,45,0,0,0.0,3,0,F,2,mrs,True,False,True,True,70,3202,106.73,8.89,gb
-1306043611388543143,user,France,fr,3,8,5,0,0,0.0,0,0,F,3,miss,True,False,True,True,651,3202,106.73,8.89,fr
8116437576944137563,user,Espagne,es,5,8,0,1,0,0.0,0,0,F,2,mrs,True,True,False,True,704,3202,106.73,8.89,es
8142667624362125109,user,Etats-Unis,en,11,11,0,0,0,0.0,2,0,F,2,mrs,True,False,True,True,363,3202,106.73,8.89,us
-8705561245703455288,user,France,fr,3,8,3,0,0,0.0,0,0,M,1,mr,True,False,True,True,399,3202,106.73,8.89,fr
-6615003744130714517,user,Etats-Unis,en,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,677,3202,106.73,8.89,us
6596005314327661810,user,Allemagne,de,3,8,2,0,0,0.0,0,5,F,2,mrs,False,False,False,True,46,3202,106.73,8.89,de
-2167368227087678198,user,France,fr,4,8,0,0,0,0.0,0,2,F,2,mrs,False,False,False,True,20,3202,106.73,8.89,fr
6354222258144960501,user,France,fr,4,9,17,0,0,0.0,0,0,F,2,mrs,True,True,True,True,643,3202,106.73,8.89,fr
3091738443013192821,user,Allemagne,de,3,8,30,0,0,0.0,0,0,F,2,mrs,True,False,True,True,176,3202,106.73,8.89,de
-9000498200022736491,user,Royaume-Uni,en,3,8,13,0,0,0.0,0,0,F,2,mrs,False,False,False,True,182,3202,106.73,8.89,gb
3004908995543125591,user,Italie,it,3,8,4,1,1,0.0,2,0,F,2,mrs,True,False,True,True,90,3202,106.73,8.89,it
3330208046816059030,user,Etats-Unis,en,36,15,3,0,9,100.0,1,0,M,1,mr,True,True,True,False,304,3202,106.73,8.89,us
1229709546867823918,user,Royaume-Uni,fr,4,8,5,0,0,0.0,0,0,F,2,mrs,True,False,True,True,651,3202,106.73,8.89,gb
-4206106136571295592,user,Etats-Unis,en,3,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,True,647,3202,106.73,8.89,us
-6603817029571252157,user,Etats-Unis,en,5,8,2,0,0,0.0,0,2,F,2,mrs,False,False,False,True,678,3202,106.73,8.89,us
-5920086491575090375,user,Allemagne,de,3,8,0,0,0,0.0,2,0,F,2,mrs,True,False,True,True,706,3202,106.73,8.89,de
-6750721150955327851,user,Canada,en,3,8,0,0,0,0.0,1,0,F,2,mrs,True,False,True,True,236,3202,106.73,8.89,ca
-3761664550354351548,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3202,106.73,8.89,fr
7393191177818162809,user,Canada,en,3,8,4,0,0,0.0,0,0,F,2,mrs,True,True,False,True,706,3202,106.73,8.89,ca
-539649044231052635,user,Irlande,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,704,3202,106.73,8.89,ie
-3523569467852304807,user,Etats-Unis,en,4,8,7,0,0,0.0,0,0,F,2,mrs,False,False,False,True,175,3202,106.73,8.89,us
-251361292310681295,user,Allemagne,de,3,8,8,0,0,0.0,0,0,M,1,mr,True,False,True,True,626,3202,106.73,8.89,de
6513965909142557012,user,Canada,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,622,3202,106.73,8.89,ca
-2655555165049699258,user,Australie,en,4,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,au
-4259020711731899140,user,Royaume-Uni,en,4,8,2,0,0,0.0,0,3,M,1,mr,False,False,False,True,248,3202,106.73,8.89,gb
-8509706470073365399,user,Etats-Unis,en,22,9,1,0,1,0.0,0,0,M,1,mr,True,False,True,False,695,3202,106.73,8.89,us
-5927404992926153786,user,Royaume-Uni,en,8,8,5,0,2,100.0,3,0,M,1,mr,True,False,True,True,369,3202,106.73,8.89,gb
8412468974196688678,user,Royaume-Uni,en,52,44,73,15,19,100.0,3,3,F,2,mrs,True,False,True,False,13,3202,106.73,8.89,gb
4931074538610474359,user,France,fr,3,8,2,0,0,0.0,0,0,M,1,mr,True,False,True,True,377,3202,106.73,8.89,fr
-1322887360368310296,user,Etats-Unis,en,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,408,3202,106.73,8.89,us
2470344345077988352,user,France,fr,3,8,19,0,0,0.0,15,3,F,2,mrs,True,False,True,True,199,3202,106.73,8.89,fr
-7601090208333381623,user,Italie,it,4,8,72,0,0,0.0,0,0,F,2,mrs,False,False,False,True,43,3202,106.73,8.89,it
838338640133983940,user,Italie,it,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,469,3202,106.73,8.89,it
-2546163413306849015,user,Etats-Unis,en,3,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,us
8853960271699961690,user,France,fr,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,fr
1779752511877341234,user,France,fr,3,8,4,0,0,0.0,2,0,F,2,mrs,True,False,True,True,471,3202,106.73,8.89,fr
5295225855518157485,user,Etats-Unis,en,8,26,396,2,0,0.0,29,1,F,2,mrs,False,False,False,False,12,3202,106.73,8.89,us
3919660123019855844,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,394,3202,106.73,8.89,gb
-5017409830203965378,user,France,fr,3,9,13,0,0,0.0,1,0,M,1,mr,False,False,False,True,195,3202,106.73,8.89,fr
8325904956101262483,user,Canada,en,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,ca
2507284715182752866,user,Royaume-Uni,en,12,8,133,2,4,100.0,0,4,F,2,mrs,True,False,True,True,12,3202,106.73,8.89,gb
-8877210600517971520,user,Pays-Bas,en,4,8,43,0,0,0.0,0,1,F,2,mrs,True,False,True,True,393,3202,106.73,8.89,nl
-7793023085262002054,user,France,fr,27,8,24,0,1,0.0,0,0,F,2,mrs,True,False,True,False,62,3202,106.73,8.89,fr
-633902260335115705,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,475,3202,106.73,8.89,fr
1054739080909834899,user,Etats-Unis,en,4,12,3,0,0,0.0,2,0,F,2,mrs,False,False,False,True,674,3202,106.73,8.89,us
-2799295668947137493,user,Canada,en,4,9,0,0,0,0.0,0,1,M,1,mr,True,False,True,True,15,3202,106.73,8.89,ca
-4183224687655904026,user,France,fr,17,9,2,0,0,0.0,1,1,M,1,mr,True,False,True,False,628,3202,106.73,8.89,fr
-4352546035761321289,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,us
-1696355021584147861,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,fr
-1791019711379356941,user,Royaume-Uni,en,6,9,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,217,3202,106.73,8.89,gb
597158993130712508,user,Etats-Unis,en,3,8,4,0,0,0.0,0,0,F,2,mrs,True,True,False,True,706,3202,106.73,8.89,us
-1722636585085956966,user,Italie,it,3,8,4,0,0,0.0,0,0,M,1,mr,True,False,True,True,656,3202,106.73,8.89,it
-5667433969157369596,user,Etats-Unis,en,3,8,11,0,0,0.0,0,0,F,2,mrs,True,False,True,True,706,3202,106.73,8.89,us
-7269863684288224415,user,France,fr,3,8,10,0,0,0.0,26,0,M,1,mr,False,False,False,True,202,3202,106.73,8.89,fr
-6378314372340768646,user,Etats-Unis,en,9,8,0,0,1,0.0,0,0,F,2,mrs,True,False,True,True,705,3202,106.73,8.89,us
8860563650495916699,user,France,fr,3,8,3,0,0,0.0,0,0,M,1,mr,True,False,True,True,706,3202,106.73,8.89,fr
-5921422219846464528,user,Australie,en,6,9,45,0,0,0.0,13,1,M,1,mr,True,False,True,True,23,3202,106.73,8.89,au
-8237016431650759481,user,Royaume-Uni,en,3,8,1,0,0,0.0,1,0,M,1,mr,False,False,False,True,700,3202,106.73,8.89,gb
5875140318358256461,user,Suède,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,True,False,True,633,3202,106.73,8.89,se
-3626423291256548777,user,Portugal,en,3,8,0,2,0,0.0,1,0,F,3,miss,True,False,True,True,12,3202,106.73,8.89,pt
-903567882834449154,user,Etats-Unis,en,3,8,9,0,0,0.0,0,2,F,2,mrs,True,False,True,True,270,3202,106.73,8.89,us
-5765447617741144953,user,Norvège,en,3,8,11,0,0,0.0,0,0,F,2,mrs,False,False,False,True,165,3202,106.73,8.89,no
-5633731962175205007,user,Canada,en,3,8,1,0,0,0.0,0,0,M,1,mr,False,False,False,True,646,3202,106.73,8.89,ca
-791366908056912723,user,Etats-Unis,es,3,8,1,0,0,0.0,0,0,F,2,mrs,True,True,False,True,705,3202,106.73,8.89,us
-1478186117367033626,user,France,fr,11,18,25,0,0,0.0,48,1,F,2,mrs,False,False,False,True,80,3202,106.73,8.89,fr
-3777653423127695251,user,Australie,en,5,10,17,0,0,0.0,0,0,F,2,mrs,True,False,True,True,219,3202,106.73,8.89,au
-7056893690740641746,user,Canada,en,7,9,58,0,0,0.0,0,1,F,2,mrs,True,False,True,True,659,3202,106.73,8.89,ca
-1087458237470492047,user,France,fr,3,8,12,0,0,0.0,0,0,F,2,mrs,True,False,True,True,706,3202,106.73,8.89,fr
-8446169601650166990,user,Etats-Unis,en,14,17,5,0,0,0.0,0,0,F,2,mrs,True,False,True,True,459,3202,106.73,8.89,us
-4255036127610775064,user,Etats-Unis,en,3,8,13,0,0,0.0,14,0,F,2,mrs,True,False,True,True,374,3202,106.73,8.89,us
4506416270441150495,user,Canada,en,3,8,18,0,0,0.0,0,0,F,2,mrs,True,False,True,True,631,3202,106.73,8.89,ca
4035710107414729933,user,Etats-Unis,en,3,8,1,0,0,0.0,2,0,M,1,mr,False,False,False,True,393,3202,106.73,8.89,us
2225891765145242547,user,Pays-Bas,en,3,4,4,0,1,0.0,1,6,F,2,mrs,False,False,False,True,81,3202,106.73,8.89,nl
2992670894564145901,user,Canada,en,3,8,24,0,0,0.0,6,0,F,2,mrs,True,False,True,True,36,3202,106.73,8.89,ca
2022360925951078559,user,Singapour,en,4,12,13,0,0,0.0,37,0,F,2,mrs,True,False,True,True,11,3202,106.73,8.89,sg
5581730677834886697,user,Mexique,es,4,8,1,0,0,0.0,3,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,mx
1975675718816395616,user,Italie,it,3,8,1,0,0,0.0,1,0,F,2,mrs,True,False,True,True,699,3202,106.73,8.89,it
-2852124749098847017,user,Canada,en,3,8,30,0,0,0.0,2,0,F,2,mrs,False,False,False,True,52,3202,106.73,8.89,ca
-737821481378688237,user,Chili,es,3,8,5,0,0,0.0,0,0,F,2,mrs,True,False,True,True,672,3202,106.73,8.89,cl
-5594270167113944424,user,Etats-Unis,en,3,8,0,0,0,0.0,4,0,F,2,mrs,True,False,True,True,677,3202,106.73,8.89,us
5881863141429437503,user,Etats-Unis,en,3,8,77,0,0,0.0,0,0,F,2,mrs,True,False,True,True,33,3202,106.73,8.89,us
-7771426908262894386,user,France,fr,3,8,0,1,0,0.0,0,0,M,1,mr,True,False,True,True,127,3202,106.73,8.89,fr
-4136363671892885725,user,France,fr,3,8,14,0,0,0.0,3,1,F,2,mrs,False,False,False,True,26,3202,106.73,8.89,fr
5108580125431161604,user,France,en,4,8,19,0,0,0.0,0,0,F,2,mrs,True,False,True,True,243,3202,106.73,8.89,fr
-8797149967820944021,user,Etats-Unis,en,10,8,0,0,2,100.0,0,0,M,1,mr,True,False,True,True,618,3202,106.73,8.89,us
7089378469231939057,user,Taiwan,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,tw
5106580666657612790,user,Italie,it,4,8,6,0,0,0.0,51,0,F,2,mrs,False,False,False,True,261,3202,106.73,8.89,it
-2983242608405852890,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,692,3202,106.73,8.89,us
2874293466612246814,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,us
-4785417270816070709,user,Australie,en,3,8,9,0,0,0.0,1,0,F,2,mrs,False,False,False,True,464,3202,106.73,8.89,au
4570008264991545398,user,Etats-Unis,en,5,8,0,0,0,0.0,0,3,F,2,mrs,False,False,False,True,189,3202,106.73,8.89,us
7077256531533208342,user,Bahreïn,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,26,3202,106.73,8.89,bh
-2759087429071525767,user,Etats-Unis,en,8,12,486,0,0,0.0,134,4,F,2,mrs,True,False,True,True,11,3202,106.73,8.89,us
5738821814251070904,user,Canada,en,3,8,1,0,0,0.0,1,0,F,2,mrs,False,False,False,True,579,3202,106.73,8.89,ca
-6135520611302275426,user,Canada,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,200,3202,106.73,8.89,ca
4682920779238763842,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,103,3202,106.73,8.89,us
4059574247083804499,user,Italie,it,3,8,12,0,0,0.0,9,0,F,2,mrs,True,True,False,True,215,3202,106.73,8.89,it
-2692939840691568307,user,Canada,en,3,8,65,0,0,0.0,1,0,F,2,mrs,True,False,True,True,41,3202,106.73,8.89,ca
-3906073714790837270,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,561,3202,106.73,8.89,us
5083579584000182789,user,Etats-Unis,fr,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,37,3202,106.73,8.89,us
5869963665408429518,user,Allemagne,de,3,8,36,0,0,0.0,0,0,M,1,mr,True,False,True,True,695,3202,106.73,8.89,de
-6544708640043196779,user,Etats-Unis,en,6,10,21,0,0,0.0,18,13,M,1,mr,True,False,True,True,42,3202,106.73,8.89,us
9206227368220224540,user,Etats-Unis,en,3,8,2,0,0,0.0,0,0,F,2,mrs,True,False,True,True,697,3202,106.73,8.89,us
-743539578208248887,user,Canada,en,26,10,27,0,0,0.0,12,0,F,2,mrs,True,False,True,False,13,3202,106.73,8.89,ca
-8123316653398864481,user,Etats-Unis,en,3,8,67,0,0,0.0,8,4,F,2,mrs,False,False,False,True,11,3202,106.73,8.89,us
8048816612213671438,user,France,fr,5,8,0,0,0,0.0,0,4,M,1,mr,False,False,False,True,291,3202,106.73,8.89,fr
5666274082428572635,user,Etats-Unis,en,43,23,894,3,8,62.5,290,174,F,2,mrs,True,False,True,True,11,3202,106.73,8.89,us
1104707081835181174,user,Etats-Unis,en,3,8,8,0,0,0.0,0,0,F,2,mrs,False,False,False,True,15,3202,106.73,8.89,us
-6170192571229153802,user,Etats-Unis,en,3,8,0,0,0,0.0,3,0,F,2,mrs,False,False,False,True,671,3202,106.73,8.89,us
3189521887243668040,user,Etats-Unis,en,3,8,2,0,0,0.0,1,0,F,2,mrs,False,False,False,True,623,3202,106.73,8.89,us
-7757845992990350803,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,697,3202,106.73,8.89,us
-950777432810298425,user,Australie,en,11,16,21,0,1,0.0,28,2,F,2,mrs,False,False,False,False,11,3202,106.73,8.89,au
5370026542039787645,user,Pologne,en,6,9,196,0,0,0.0,0,3,F,2,mrs,True,False,True,True,275,3202,106.73,8.89,pl
-8665888389364260990,user,Royaume-Uni,en,4,8,10,0,0,0.0,17,1,M,1,mr,True,False,True,True,40,3202,106.73,8.89,gb
-4773376420628292304,user,Canada,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,ca
7569744495810640254,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,us
-5506736351181664004,user,Etats-Unis,en,4,8,36,0,0,0.0,0,0,F,2,mrs,True,False,True,True,358,3202,106.73,8.89,us
-8415394203687505544,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,411,3202,106.73,8.89,us
-2663820334257136912,user,Etats-Unis,en,3,8,0,0,0,0.0,4,0,F,2,mrs,False,False,False,True,700,3202,106.73,8.89,us
-5439613092636536998,user,Etats-Unis,en,3,8,4,0,0,0.0,0,0,F,2,mrs,False,False,False,True,90,3202,106.73,8.89,us
462930619867556905,user,France,fr,4,8,51,0,0,0.0,1,5,F,2,mrs,True,True,False,True,90,3202,106.73,8.89,fr
-3916070583718719153,user,Etats-Unis,en,4,8,0,0,0,0.0,0,6,F,2,mrs,False,False,False,True,503,3202,106.73,8.89,us
-7318890067190264866,user,Etats-Unis,en,4,8,0,0,0,0.0,5,0,F,2,mrs,False,False,False,True,505,3202,106.73,8.89,us
-2623192841720795647,user,France,fr,4,8,1,0,0,0.0,0,0,M,1,mr,False,False,False,True,77,3202,106.73,8.89,fr
8981682606215061275,user,Suède,en,5,8,43,0,0,0.0,7,0,F,2,mrs,True,False,True,True,400,3202,106.73,8.89,se
-1229695507349953733,user,Etats-Unis,en,4,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,163,3202,106.73,8.89,us
-6863800858443756151,user,Danemark,en,3,8,9,0,0,0.0,0,0,F,2,mrs,True,False,True,True,105,3202,106.73,8.89,dk
5594618573739506133,user,Etats-Unis,en,4,0,0,0,0,0.0,26,0,F,2,mrs,False,False,False,True,21,3202,106.73,8.89,us
5021626500400177651,user,Pays-Bas,en,8,8,1,0,1,0.0,2,0,F,2,mrs,True,False,True,True,47,3202,106.73,8.89,nl
-1847680190008265527,user,Etats-Unis,en,3,8,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,us
8285382699704037477,user,Allemagne,de,18,11,491,0,0,0.0,44,0,F,2,mrs,True,False,True,True,329,3202,106.73,8.89,de
6019273405526723771,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,665,3202,106.73,8.89,us
6232863489571130562,user,Royaume-Uni,en,5,8,1,0,0,0.0,0,5,M,1,mr,True,False,True,True,499,3202,106.73,8.89,gb
-3110035988077591732,user,Espagne,es,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,es
-6656308369769422765,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,us
456167085619556419,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,153,3202,106.73,8.89,gb
-3278499362120693936,user,Belgique,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,706,3202,106.73,8.89,be
9122347344854338520,user,Chine,en,3,8,7,0,0,0.0,0,0,F,2,mrs,False,False,False,True,274,3202,106.73,8.89,cn
-6662467691051258060,user,Italie,it,3,8,2,0,0,0.0,0,0,F,2,mrs,True,False,True,True,706,3202,106.73,8.89,it
1799765360088758432,user,Finlande,en,3,8,10,0,0,0.0,1,0,F,2,mrs,False,False,False,True,40,3202,106.73,8.89,fi
-5041673079899382713,user,Hong Kong,en,20,8,19,0,0,0.0,1,0,M,1,mr,True,False,True,False,83,3202,106.73,8.89,hk
8832726578399733262,user,Danemark,en,6,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,705,3202,106.73,8.89,dk
468258708865204427,user,Australie,en,3,8,8,0,0,0.0,0,0,M,1,mr,True,False,True,True,20,3202,106.73,8.89,au
-3216796485428426217,user,France,fr,3,8,0,0,0,0.0,0,1,M,1,mr,True,True,False,True,640,3202,106.73,8.89,fr
-2838009716269952322,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,700,3202,106.73,8.89,us
5950354129481483918,user,Australie,en,3,8,0,0,0,0.0,1,0,F,2,mrs,True,False,True,True,31,3202,106.73,8.89,au
-5654417559181532868,user,Italie,it,3,8,2,0,0,0.0,0,0,F,2,mrs,True,False,True,True,698,3202,106.73,8.89,it
-5352572809527204218,user,Allemagne,de,3,9,0,0,0,0.0,0,1,F,2,mrs,True,False,True,True,169,3202,106.73,8.89,de
-6114377862659599567,user,Roumanie,en,7,11,44,0,0,0.0,2,1,F,2,mrs,True,False,True,True,343,3202,106.73,8.89,ro
7106944391428592894,user,Mexique,es,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,653,3202,106.73,8.89,mx
8207061848035955849,user,France,fr,3,8,0,0,0,0.0,0,1,F,2,mrs,True,True,False,True,569,3202,106.73,8.89,fr
9045249327647741669,user,Australie,en,3,8,2,0,0,0.0,0,0,M,1,mr,True,False,True,True,354,3202,106.73,8.89,au
-4888583865591354184,user,Danemark,en,3,8,4,0,0,0.0,0,0,F,2,mrs,True,False,True,True,355,3202,106.73,8.89,dk
-2974025483711074639,user,France,fr,3,8,9,0,0,0.0,0,0,F,2,mrs,True,True,False,True,119,3202,106.73,8.89,fr
-203957951083198264,user,Royaume-Uni,en,4,8,0,2,1,0.0,0,1,F,2,mrs,False,False,False,True,17,3202,106.73,8.89,gb
-7881966204664379456,user,Croatie,en,3,8,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,hr
3169038046199879925,user,Etats-Unis,en,4,8,3,0,0,0.0,0,1,M,1,mr,False,False,False,True,165,3202,106.73,8.89,us
4200056382636646564,user,Croatie,en,3,8,8,0,0,0.0,0,0,F,2,mrs,False,False,False,True,109,3202,106.73,8.89,hr
-6347057654752375313,user,France,fr,3,8,1,0,0,0.0,0,0,M,1,mr,True,True,False,True,705,3202,106.73,8.89,fr
1501261437296062626,user,Autriche,de,3,8,0,0,0,0.0,3,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,at
4412629176533081161,user,Allemagne,de,3,8,8,0,0,0.0,19,0,F,2,mrs,False,False,False,True,67,3202,106.73,8.89,de
8691188558732561415,user,Etats-Unis,en,7,8,2,1,0,0.0,1,0,M,1,mr,True,False,True,True,468,3202,106.73,8.89,us
-8146332671641456581,user,Australie,en,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,136,3202,106.73,8.89,au
3111084493844529694,user,Allemagne,de,3,8,0,0,0,0.0,1,0,M,1,mr,True,False,True,True,528,3202,106.73,8.89,de
925070307852502013,user,France,fr,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,fr
-6544977315863959460,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,706,3202,106.73,8.89,us
9082687787053574337,user,Etats-Unis,en,3,8,1,0,0,0.0,1,0,F,2,mrs,False,False,False,True,219,3202,106.73,8.89,us
-3126967687286951822,user,Pays-Bas,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,19,3202,106.73,8.89,nl
6594083760422201034,user,Australie,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,497,3202,106.73,8.89,au
1003168541384320994,user,France,fr,3,8,1,0,0,0.0,1,0,F,2,mrs,True,True,False,True,575,3202,106.73,8.89,fr
-3683830472975813921,user,Australie,en,3,8,5,0,0,0.0,2,0,F,2,mrs,False,False,False,True,643,3202,106.73,8.89,au
